kljuc,ime,drzava,pokali,zmage,endurance,exp,cas1,cas2,cas3,eff1,eff2,eff3,mastery1,mastery2,mastery3,ws1,ws2,ws3
12796344,HAKFOO,CN,1014,18797,31680,7669530,2,22,78,133,139,129,98,85,44,76,21,9
13206184,🌷Amy 💕,GB,1014,12494,23940,4755555,2,27,76,143,148,126,96,75,39,41,15,6
7682111,poemnews,US,1014,11774,40920,4509128,2,23,76,156,131,120,97,78,38,50,15,8
2538351,Natadecoco,JP,1013,72154,6540,25687110,2,24,74,171,141,130,99,88,35,86,28,6
7998443,☘v1836731☘,GR,1013,41191,24900,11815502,2,24,83,144,142,126,98,81,39,73,27,6
1662079,sjx,FI,1013,39663,30960,11045986,1,18,76,173,132,121,98,74,40,65,14,7
2027578,Kappa 73,LT,1013,13612,31200,8889383,1,20,63,135,132,120,97,72,46,63,13,6
1642846,喵姬:3,TW,1013,7718,15000,6434658,2,17,53,162,128,123,97,79,33,50,19,5
13640714,heero324,JP,1005,16509,15660,6342610,2,20,65,171,143,134,97,80,37,63,17,5
18700834,iBAlu,RU,1013,27910,34740,4050316,2,26,84,152,135,137,99,90,41,71,44,7
2445613,Schatzi,DE,1012,58914,7560,41619134,4,33,115,153,148,126,97,82,49,66,34,9
10746810,Gabriel ;),RO,1012,108148,6540,29836361,0,13,72,208,162,135,97,78,35,70,31,6
3582799,NichtGersti,DE,1012,69005,5940,18303369,2,24,79,157,152,127,98,81,36,72,25,7
5840430,zinzyk,NO,1012,40098,43140,13498017,1,15,58,178,139,133,97,81,37,61,20,7
5910073,Riluna,US,1012,33804,22980,13280582,1,21,81,168,137,124,98,85,40,69,25,6
2095542,Staller,UA,1012,23503,48900,8651491,2,28,106,170,135,131,97,83,35,64,27,10
11032520,vl.h.a,BY,1012,18270,6300,6882561,2,24,85,159,139,119,94,90,38,46,34,8
4316311,A.F.,FR,1012,14513,29100,4327110,1,22,61,143,134,124,97,77,33,48,17,8
3679719,-Yell-,UA,1011,81062,66180,31209371,2,28,100,200,144,133,99,83,36,81,24,7
5820995,dazedx,US,1011,25384,8820,19124845,2,18,72,138,142,123,97,83,38,71,29,6
2092063,Dr. Robotnik,GB,1011,16943,42600,11260969,1,24,79,157,143,126,96,78,38,50,21,6
11073299,Juuso3000,FI,1011,59433,35340,11233765,2,20,71,160,145,133,100,79,31,110,27,6
11423600,とろろ,JP,1011,19695,28560,9718752,2,22,70,163,135,124,99,82,42,88,18,7
1221312,Mikko,FI,1011,18766,22560,8854068,1,21,68,171,139,117,95,72,38,58,22,6
2862140,妖念念,CN,1011,11171,34080,7040806,3,24,75,150,148,132,97,85,32,58,18,5
5244792,Lingvi,CZ,1010,65421,64080,29297712,2,24,101,153,143,118,98,88,38,85,25,7
9766578,bsmilek,KR,1010,20717,8100,10784243,2,19,74,188,137,126,89,76,43,42,16,7
7389969,bgrm,PL,1010,27036,80460,6090597,1,21,75,160,138,122,97,83,43,74,21,7
3647470,Anonymous3647470,XX,1009,106763,4200,50724054,1,17,73,200,173,140,98,86,37,78,26,7
9348509,moonlight57,JP,1009,19296,27120,10316913,2,26,87,139,141,124,98,86,41,91,23,6
6425889,Denzera,UA,1009,16399,80580,8052121,3,28,91,167,140,127,95,82,39,64,27,8
11073299,Juuso3000,FI,1011,59433,35340,11233765,2,20,71,160,145,133,100,79,31,110,27,6
11423600,とろろ,JP,1011,19695,28560,9718752,2,22,70,163,135,124,99,82,42,88,18,7
1221312,Mikko,FI,1011,18766,22560,8854068,1,21,68,171,139,117,95,72,38,58,22,6
2862140,妖念念,CN,1011,11171,34080,7040806,3,24,75,150,148,132,97,85,32,58,18,5
5244792,Lingvi,CZ,1010,65421,64080,29297712,2,24,101,153,143,118,98,88,38,85,25,7
9766578,bsmilek,KR,1010,20717,8100,10784243,2,19,74,188,137,126,89,76,43,42,16,7
7389969,bgrm,PL,1010,27036,80460,6090597,1,21,75,160,138,122,97,83,43,74,21,7
3647470,Anonymous3647470,XX,1009,106763,4200,50724054,1,17,73,200,173,140,98,86,37,78,26,7
9348509,moonlight57,JP,1009,19296,27120,10316913,2,26,87,139,141,124,98,86,41,91,23,6
6425889,Denzera,UA,1009,16399,80580,8052121,3,28,91,167,140,127,95,82,39,64,27,8
11073299,Juuso3000,FI,1011,59433,35340,11233765,2,20,71,160,145,133,100,79,31,110,27,6
11423600,とろろ,JP,1011,19695,28560,9718752,2,22,70,163,135,124,99,82,42,88,18,7
1221312,Mikko,FI,1011,18766,22560,8854068,1,21,68,171,139,117,95,72,38,58,22,6
2862140,妖念念,CN,1011,11171,34080,7040806,3,24,75,150,148,132,97,85,32,58,18,5
5244792,Lingvi,CZ,1010,65421,64080,29297712,2,24,101,153,143,118,98,88,38,85,25,7
9766578,bsmilek,KR,1010,20717,8100,10784243,2,19,74,188,137,126,89,76,43,42,16,7
7389969,bgrm,PL,1010,27036,80460,6090597,1,21,75,160,138,122,97,83,43,74,21,7
3647470,Anonymous3647470,XX,1009,106763,4200,50724054,1,17,73,200,173,140,98,86,37,78,26,7
9348509,moonlight57,JP,1009,19296,27120,10316913,2,26,87,139,141,124,98,86,41,91,23,6
6425889,Denzera,UA,1009,16399,80580,8052121,3,28,91,167,140,127,95,82,39,64,27,8
11073299,Juuso3000,FI,1011,59433,35340,11233765,2,20,71,160,145,133,100,79,31,110,27,6
11423600,とろろ,JP,1011,19695,28560,9718752,2,22,70,163,135,124,99,82,42,88,18,7
1221312,Mikko,FI,1011,18766,22560,8854068,1,21,68,171,139,117,95,72,38,58,22,6
2862140,妖念念,CN,1011,11171,34080,7040806,3,24,75,150,148,132,97,85,32,58,18,5
5244792,Lingvi,CZ,1010,65421,64080,29297712,2,24,101,153,143,118,98,88,38,85,25,7
9766578,bsmilek,KR,1010,20717,8100,10784243,2,19,74,188,137,126,89,76,43,42,16,7
7389969,bgrm,PL,1010,27036,80460,6090597,1,21,75,160,138,122,97,83,43,74,21,7
3647470,Anonymous3647470,XX,1009,106763,4200,50724054,1,17,73,200,173,140,98,86,37,78,26,7
9348509,moonlight57,JP,1009,19296,27120,10316913,2,26,87,139,141,124,98,86,41,91,23,6
6425889,Denzera,UA,1009,16399,80580,8052121,3,28,91,167,140,127,95,82,39,64,27,8
5829648,ChainChomsky,US,1005,38901,34800,15122606,2,17,61,154,132,122,97,84,42,69,26,7
6563105,Rearnel🌱,FR,1005,23296,30660,6041616,2,23,95,164,145,126,98,84,37,71,25,8
10135748,DaveTheEpic04,GB,1005,18749,37200,5588242,2,26,77,167,136,124,98,81,41,69,20,6
7556310,lvkaiyi0811,CN,1005,12799,3840,5102514,1,19,58,158,160,139,94,77,35,55,19,6
10715990,The1AndOnly6030,GS,1005,14855,22560,4177014,2,16,58,173,141,127,97,86,42,67,34,7
4734996,Zmando,US,1004,18812,32580,7240767,3,31,111,138,126,121,98,84,51,78,25,7
1407126,Not Anon,UA,1004,14886,27240,7101453,2,17,64,171,135,120,99,71,38,82,16,6
14424449,testuser456,DE,1004,11874,80640,4621979,2,26,86,163,140,123,97,81,40,57,22,8
5680423,WZC,CN,1004,20052,19140,3591089,1,13,52,194,154,134,98,86,45,54,23,6
1750751,Владимир 57,RU,1003,166122,7740,88980185,3,32,115,177,143,123,98,81,36,79,25,8
4920763,KvonB,BE,1003,21585,6720,13538958,3,30,104,164,135,120,98,81,41,63,17,9
5812906,ben.titera,US,1003,12504,4560,5131889,2,21,71,144,131,115,96,82,39,64,24,8
7174705,shadowoof,CA,1003,21429,4740,3994480,1,18,64,193,154,136,98,79,40,57,17,7
1198431,nobrubzh,FR,1002,65321,29460,41276592,2,24,81,131,143,119,98,87,42,68,25,7
3475597,Kolmogorov,CN,1002,47220,17940,34292958,1,16,56,194,162,140,97,85,47,77,27,8
8577301,Seven Levien,CN,1002,38117,5880,14744384,2,20,79,171,148,125,97,86,37,46,35,7
10522063,Baby Ashe,TW,1002,12193,86280,14451968,2,26,80,138,136,116,95,80,37,55,28,7
6447087,Logiikka,FI,1002,24447,4800,13380472,2,18,57,163,133,115,98,82,41,89,23,6
1016247,amadeus829,KP,1002,11228,4320,6693858,1,18,58,164,130,119,96,83,22,51,23,3
3920517,KleineKabouter,NL,1002,18055,4020,3814891,2,21,69,155,142,119,99,79,40,70,17,6
138919,Raca1957,RS,1001,520695,63780,84517019,2,22,89,160,137,124,99,82,30,84,32,6
7014364,Fauskerino,NO,1001,30937,35880,14421631,1,18,55,150,130,125,98,80,36,77,25,6
1118786,Aydın Çetinbaş,TR,1001,17332,85860,12924560,3,29,103,144,153,124,98,85,41,68,23,7
1771729,Ding,TW,1001,18083,31080,11868671,2,25,68,150,135,122,97,61,40,45,13,5
13854124,Ba1l,BY,1001,37340,31200,11279383,2,21,78,167,139,134,97,82,41,78,24,6
9927167,summerwind,TW,1001,34220,42180,11264891,2,26,90,179,146,132,98,84,35,71,31,6
1984459,Poutrata,FR,1001,9192,4980,10031492,3,22,73,133,136,120,91,68,41,33,17,6
1287600,SpookyMeat,JP,1001,6863,22320,4720157,2,17,57,138,137,124,93,76,42,27,16,7
8875990,RKB,JP,1001,16345,53880,4591543,1,19,66,160,140,127,99,82,47,75,23,6
4300392,fogg,US,1001,18976,20640,4454533,1,16,53,175,155,134,98,78,41,73,16,6
15074334,crazytang,TW,1000,62087,35580,32787806,2,21,82,159,146,127,97,79,34,68,22,7
11832898,[KH]分隊長,JP,1000,24944,31920,15191212,2,30,83,156,143,128,98,79,42,73,23,6
4972342,dozenprinceli,CN,1000,28194,3660,12169081,1,16,60,150,137,120,96,75,45,56,18,8
20558143,SunCheeZe,BG,1000,24870,33660,9534831,1,15,64,171,149,126,97,75,34,80,24,6
5881455,Alihasanaxe,AU,1000,64369,83460,8114404,2,20,72,183,149,139,98,79,33,82,25,7
5858529,可乐2332,CN,1000,12539,41340,4834725,3,26,83,148,126,116,98,90,35,80,31,6
18769491,oqwnM,US,1000,5227,76020,4119218,3,28,91,156,135,130,96,81,44,57,17,7
7753057,ElRisko,SK,999,61992,33360,35663156,2,30,107,160,154,125,99,85,37,73,26,8
8356174,배가뚠뚠,KR,999,56251,5040,32230396,1,24,84,132,137,122,98,85,34,87,27,6
3322984,Larra,RU,999,61236,6240,30723134,2,26,88,150,131,116,95,75,36,62,22,8
4714597,kallikalli,IN,999,43958,76620,24263963,2,24,85,167,139,124,96,74,32,53,14,6
1885933,Andrea Dragotta,IT,999,24990,5340,11598386,1,19,70,150,136,128,96,78,43,48,18,6
4527465,김덕배,KR,999,23986,24240,8407427,2,22,81,157,141,138,98,76,40,75,20,7
2604048,締鯖鮨,JP,999,25811,28140,7165573,2,23,78,189,148,131,99,85,42,84,36,8
11258586,!HAMI,CN,999,17897,76620,3517538,0,16,60,200,155,136,97,78,37,67,17,5
3553962,chc,JP,998,44204,35640,12940793,1,15,52,200,153,140,99,87,39,84,23,6
5556388,rajacoklat,ID,998,22106,3900,10221238,2,18,70,155,148,125,97,83,39,46,31,6
9201648,cspark,KR,998,31065,5580,8730205,2,27,82,182,143,127,97,79,40,76,25,6
8113872,Tripodocus,CA,998,10621,60420,5348772,2,25,80,153,141,121,98,76,39,59,14,7
8137818,kensho_i,JP,998,14103,36420,4474104,2,27,91,144,140,126,96,81,43,60,22,8
48560,ISMER 🏰⚔️🛡,RU,997,158673,29460,43830919,1,11,56,183,148,129,96,78,30,53,20,5
5810921,hillsg1,TW,997,80811,7140,41215753,1,24,92,182,168,142,96,69,37,52,23,7
7657257,Yellow B,CZ,997,70246,46560,37537761,2,30,99,167,143,128,99,87,40,82,28,8
13855854,Blue Flower,JP,997,37421,81540,26370066,3,27,104,167,147,129,98,83,47,61,27,8
6951192,豆太郎,JP,997,47819,10920,19171147,2,24,84,163,148,127,98,85,40,87,26,7
10433181,Mikolos,NL,997,39096,7140,14464948,2,30,92,159,136,121,99,84,42,86,31,6
1891370,drump,JP,997,20050,27180,7454437,2,22,80,150,139,123,98,83,42,69,19,6
3077130,PattuX,DE,997,7795,5640,6019315,2,22,76,173,128,112,98,82,57,73,26,8
19927657,ZythCL,CL,997,6511,29280,5392872,3,30,92,137,138,139,99,80,30,56,31,5
6514453,davechiu1125,TW,997,20457,31080,5015000,2,19,79,189,140,127,97,79,46,47,23,8
7922980,김동섭,KR,997,13142,32940,4241574,2,25,79,147,144,121,95,81,41,54,20,6
2665959,lodeddiper,CA,997,11593,29340,3752377,2,16,68,157,150,131,97,79,42,53,17,5
17956814,Anonymous17956814,JP,997,11001,52920,3166553,3,27,90,190,145,132,98,81,44,59,26,7
5002379,fridge 🌝,KZ,996,42761,4860,20673124,2,19,72,173,142,131,99,77,36,97,29,7
8958769,neznakomkА,CX,996,26767,42540,10088649,2,25,98,162,143,126,96,86,39,51,17,6
12373823,astairoid,DE,996,34277,66420,8776316,2,25,94,165,155,136,97,82,49,62,27,8
14094073,Manvill,PL,996,10499,43380,3416332,3,29,81,138,136,114,96,80,48,50,15,8
8025195,Le_Penseur,JP,996,6609,76500,3211894,3,33,107,138,138,121,98,78,46,68,20,8
2816494,ZIIEONG,MO,995,57988,4740,26129759,1,21,78,156,137,117,96,73,34,49,22,7
3841063,Jeice Quintero,AU,995,66896,17640,22732623,1,14,47,188,152,130,97,79,36,66,21,5
13390266,Babar Oudeur,FR,995,61308,29820,19799510,2,24,89,165,143,124,98,82,40,80,25,7
5290023,sanmian,CN,995,20062,33720,13485112,3,23,84,133,141,119,100,79,41,101,15,5
12320378,suama,JP,995,31782,32280,12361127,3,36,104,165,141,133,99,85,42,76,26,6
2569155,Anonymous2569155,RU,995,29581,67020,9892244,2,28,96,162,147,125,99,84,44,88,23,8
571208,CREOM⚓,RU,995,23126,7320,9571510,2,24,85,170,136,118,98,85,38,63,31,8
11721772,DDTaddict,IT,995,18156,53340,7865190,2,21,70,168,133,111,96,78,37,49,20,7
5050168,Evil_Tempest,PT,995,11417,47220,6213135,3,30,95,156,132,125,96,77,41,60,20,8
8615860,The Sayk,GR,995,30708,4440,5705199,2,21,80,152,138,119,98,92,34,91,25,5
1254755,CJ_Petersen,MC,994,29158,49800,10767372,2,23,77,133,129,119,95,79,39,52,23,8
4028315,Shapibala,UA,994,16495,4980,6679374,2,23,89,186,145,126,98,85,41,53,24,7
13541261,Venusflytrap,SG,994,15250,5880,5801782,1,21,67,140,142,125,97,75,34,48,19,6
8016946,Weyrekt,CZ,994,15813,4440,4985895,1,19,69,169,155,135,95,84,33,44,19,6
5193223,fLOWER Flower,AU,993,84689,4620,53814497,1,20,79,160,137,118,91,76,30,40,16,6
7909367,solfunium,DE,993,20369,82560,6081790,2,21,75,200,145,134,98,87,42,86,17,8
10459469,名無し10459469,JP,993,42688,30300,4187672,1,19,74,190,149,126,98,83,41,61,23,5
6609656,TerseMosquito96,US,993,7186,5580,3605936,2,21,75,156,136,130,97,61,42,66,21,5
5812235,beavr,AU,993,3727,28320,2204707,3,24,75,129,127,115,93,74,53,30,13,7
6886684,Vixen,RU,992,49251,10740,30425460,2,31,94,183,148,133,97,76,35,63,29,7
6042680,Siarhei🌵,BY,992,61735,7440,27562320,2,29,98,163,143,125,98,87,40,77,22,6
5038502,$$$Millioner$$$,KZ,992,51561,6360,23090434,3,31,114,169,150,132,97,82,37,65,34,6
13541261,Venusflytrap,SG,994,15250,5880,5801782,1,21,67,140,142,125,97,75,34,48,19,6
8016946,Weyrekt,CZ,994,15813,4440,4985895,1,19,69,169,155,135,95,84,33,44,19,6
5193223,fLOWER Flower,AU,993,84689,4620,53814497,1,20,79,160,137,118,91,76,30,40,16,6
7909367,solfunium,DE,993,20369,82560,6081790,2,21,75,200,145,134,98,87,42,86,17,8
10459469,名無し10459469,JP,993,42688,30300,4187672,1,19,74,190,149,126,98,83,41,61,23,5
6609656,TerseMosquito96,US,993,7186,5580,3605936,2,21,75,156,136,130,97,61,42,66,21,5
5812235,beavr,AU,993,3727,28320,2204707,3,24,75,129,127,115,93,74,53,30,13,7
6886684,Vixen,RU,992,49251,10740,30425460,2,31,94,183,148,133,97,76,35,63,29,7
6042680,Siarhei🌵,BY,992,61735,7440,27562320,2,29,98,163,143,125,98,87,40,77,22,6
5038502,$$$Millioner$$$,KZ,992,51561,6360,23090434,3,31,114,169,150,132,97,82,37,65,34,6
13541261,Venusflytrap,SG,994,15250,5880,5801782,1,21,67,140,142,125,97,75,34,48,19,6
8016946,Weyrekt,CZ,994,15813,4440,4985895,1,19,69,169,155,135,95,84,33,44,19,6
5193223,fLOWER Flower,AU,993,84689,4620,53814497,1,20,79,160,137,118,91,76,30,40,16,6
7909367,solfunium,DE,993,20369,82560,6081790,2,21,75,200,145,134,98,87,42,86,17,8
10459469,名無し10459469,JP,993,42688,30300,4187672,1,19,74,190,149,126,98,83,41,61,23,5
6609656,TerseMosquito96,US,993,7186,5580,3605936,2,21,75,156,136,130,97,61,42,66,21,5
5812235,beavr,AU,993,3727,28320,2204707,3,24,75,129,127,115,93,74,53,30,13,7
6886684,Vixen,RU,992,49251,10740,30425460,2,31,94,183,148,133,97,76,35,63,29,7
6042680,Siarhei🌵,BY,992,61735,7440,27562320,2,29,98,163,143,125,98,87,40,77,22,6
5038502,$$$Millioner$$$,KZ,992,51561,6360,23090434,3,31,114,169,150,132,97,82,37,65,34,6
13541261,Venusflytrap,SG,994,15250,5880,5801782,1,21,67,140,142,125,97,75,34,48,19,6
8016946,Weyrekt,CZ,994,15813,4440,4985895,1,19,69,169,155,135,95,84,33,44,19,6
5193223,fLOWER Flower,AU,993,84689,4620,53814497,1,20,79,160,137,118,91,76,30,40,16,6
7909367,solfunium,DE,993,20369,82560,6081790,2,21,75,200,145,134,98,87,42,86,17,8
10459469,名無し10459469,JP,993,42688,30300,4187672,1,19,74,190,149,126,98,83,41,61,23,5
6609656,TerseMosquito96,US,993,7186,5580,3605936,2,21,75,156,136,130,97,61,42,66,21,5
5812235,beavr,AU,993,3727,28320,2204707,3,24,75,129,127,115,93,74,53,30,13,7
6886684,Vixen,RU,992,49251,10740,30425460,2,31,94,183,148,133,97,76,35,63,29,7
6042680,Siarhei🌵,BY,992,61735,7440,27562320,2,29,98,163,143,125,98,87,40,77,22,6
5038502,$$$Millioner$$$,KZ,992,51561,6360,23090434,3,31,114,169,150,132,97,82,37,65,34,6
764661,originofsym,GB,988,31410,26220,13166176,2,17,54,142,136,121,97,83,37,72,22,7
12164331,AWD,AU,988,34117,4740,12187424,2,26,81,147,142,130,97,83,43,59,31,6
1280835,Eric  Chen,TW,988,32540,7380,12109614,2,22,80,183,147,134,100,81,42,128,23,6
2361561,catfish,JP,988,15022,3960,10523858,1,15,69,145,145,128,97,80,35,70,19,5
7572110,TriplePeanut,US,988,31069,36360,8546411,2,22,77,146,146,122,98,85,39,74,26,7
3769693,DIL,UA,987,74337,7320,33823144,3,27,100,183,140,128,95,78,36,45,25,7
10697928,hibah,FR,987,52797,5820,26410955,1,21,87,171,137,123,96,80,33,55,19,9
2136765,ssv,BY,987,24667,16980,17764065,2,22,79,147,138,121,98,82,41,66,30,8
8245744,Wqterme1on,AU,987,35462,5700,7307294,1,18,67,200,160,136,98,88,43,77,28,6
18959119,ТипОк,RU,987,6843,56880,6244489,3,31,98,147,141,120,98,78,46,85,20,6
5644571,pisarik,BY,987,10010,26820,5745003,2,22,72,146,134,124,97,77,40,74,23,6
5584077,Lanigan,DE,986,68976,6360,27449884,2,27,103,164,150,129,98,83,41,77,41,8
2332079,zenimaru,JP,986,55228,36780,27133257,2,25,89,156,137,122,98,82,43,71,22,6
2077172,gic,JP,986,58275,33660,25656396,3,26,92,155,145,124,99,84,33,98,25,7
8938925,Shu_,UA,986,30894,4500,17940474,2,22,90,161,147,129,95,80,32,54,22,6
9376931,Anonymous9376931,DE,986,40553,83160,16534244,2,32,122,153,136,126,98,82,37,66,28,8
13907641,snowtrooper,DE,986,14761,39960,13117896,2,25,79,144,139,120,95,83,33,42,22,5
1011305,gori.sh/aoki/140ｺﾛﾆ,JP,986,32348,3526,10318448,1,13,49,155,143,124,96,76,32,61,14,6
17029859,pinkie pie,US,986,20697,4140,8015099,2,18,59,177,151,131,99,71,35,88,24,6
6709397,jinbei14,JP,986,9201,5340,4952784,3,27,79,148,131,114,95,78,41,54,25,8
10264592,:thonk:,US,986,9039,61140,2683305,2,22,79,165,160,134,96,87,24,56,44,4
17326758,Leomelonseeds,CA,986,6431,42780,2661188,3,23,71,148,131,131,94,75,49,35,23,6
9300413,Minecommander,DE,985,67756,65700,26505901,2,21,77,155,147,122,98,84,42,90,24,7
1426343,cpsemer,NL,985,46466,26100,16207126,1,20,74,192,151,128,99,83,31,87,35,6
6215554,tjb0607,US,985,22624,44760,8613957,1,19,72,164,145,131,97,79,34,69,26,6
11580182,軒軒_Xuan,TW,985,17439,4200,7312563,2,22,68,153,149,128,97,80,40,67,22,6
7954887,mijuk,KR,985,24160,46020,7216268,2,21,72,150,141,121,98,71,39,65,15,5
2638594,Spree,CA,985,11092,26400,4910592,2,21,72,129,127,120,98,78,39,50,19,5
11247217,t4t,JP,984,25574,43020,14998671,2,23,73,160,136,122,98,75,39,62,18,6
9372211,queerattack,AT,984,15861,37260,13313378,2,21,79,137,132,110,96,74,37,64,17,7
5805506,0xGG,BT,984,66445,26160,11352989,1,14,56,162,141,119,99,82,30,92,23,6
11436953,Яe db oom,SK,984,73656,4620,8407111,1,13,64,173,141,124,98,84,36,73,16,5
7821111,Luccky,XX,984,16015,84180,6848624,4,35,109,157,135,128,100,80,36,120,15,7
10763706,kvall,SE,984,13102,4080,3718266,2,20,71,113,140,101,99,77,50,66,22,6
17906981,Lews Therin,DE,984,12415,6600,2739266,2,28,95,182,155,144,97,72,42,69,13,7
1634339,dap,RU,983,81514,51180,37570047,2,26,88,157,144,130,96,77,40,53,19,6
3092502,sadtonks,BR,983,26335,6420,13375099,2,23,83,147,143,120,99,82,39,71,23,6
7901656,Nemir,RU,983,36634,6240,11153280,2,26,93,173,151,126,99,76,33,90,17,6
4766338,Stasia,RU,983,16003,4740,9377006,2,23,80,170,154,126,95,84,31,57,30,5
11642635,Luiglass,TW,983,20776,6540,7954339,1,19,105,175,150,128,99,83,34,76,28,7
2860158,anto0611,DK,983,16641,6600,6777801,2,25,89,150,127,121,97,77,37,52,19,9
3862083,lefty,JP,982,103556,55380,54576716,3,35,113,186,153,134,98,78,43,80,27,8
3375704,Nusti,FI,982,42986,3547,13211118,1,14,56,136,131,109,95,80,43,61,18,6
1404214,Anita,FR,982,19216,52320,12100011,2,27,93,145,140,131,93,75,37,53,21,9
13330045,shadowox8,US,982,28251,5640,9005447,2,30,95,177,143,126,98,88,45,66,34,7
14900436,puriso,JP,982,26325,68940,8797129,2,20,69,163,142,129,100,82,35,117,26,5
11382272,Kuilis,LV,982,8650,37740,5509265,2,20,59,142,125,124,95,81,27,33,18,5
10239498,Almeria,JP,982,15009,30240,5072681,2,32,109,185,138,132,99,83,39,83,22,7
8869430,gotquail,CA,982,12123,3900,3060476,1,18,71,167,142,130,95,69,41,43,21,6
10682996,三条瑠瑠,JP,981,48578,84540,21925174,2,29,99,156,152,124,97,76,41,83,22,8
10557628,MiinojenKuningas,FI,981,13932,10320,3262801,3,33,95,168,137,129,98,88,46,81,22,7
3050458,Bestnamever,CN,980,66711,86100,31559776,1,15,52,155,134,121,96,78,30,48,19,6
15417099,November26th,JP,980,40762,5880,18376314,1,26,98,147,143,123,96,77,40,64,23,7
14449116,HD8,HU,980,55750,35400,16487143,2,22,82,163,128,113,100,86,33,101,31,7
3916614,Javid Malikli,AZ,980,33488,6660,14047520,2,25,76,153,145,122,97,76,30,83,20,5
4592676,XerxthePhyrst,US,980,38580,81720,10883835,0,15,57,206,168,141,96,75,35,58,20,6
5988621,asdia,SG,980,45614,4860,9543520,1,15,56,193,161,139,97,74,33,49,17,6
5656511,Sherrinford,CN,980,10336,39900,5598717,2,28,88,158,119,115,97,84,38,54,16,7
20289779,ihyasyugem0s (semi-inactive),XX,980,16289,4620,4544703,2,19,67,173,148,132,97,78,46,48,15,5
3515437,mambo,RU,979,49181,7080,33914735,2,21,68,171,143,129,96,80,32,47,22,7
3190698,Jeffrey1912,BE,979,25398,83520,14263913,2,18,55,183,136,112,96,76,35,41,22,7
3690088,gmalatete,CA,979,20465,6180,7659806,2,22,78,146,135,121,98,81,43,67,26,7
9487209,number0316,KR,979,19534,5520,5515804,1,19,61,157,137,119,98,76,36,52,23,6
2911863,MCA,RO,979,9765,4920,5034201,3,29,81,156,134,125,97,83,38,57,22,5
6713815,kynnvor,CZ,979,11612,36540,4802544,3,30,87,157,128,122,90,76,35,31,16,7
11655367,Cecil,US,979,10311,58860,2885082,4,31,107,163,146,134,96,80,46,48,20,7
13049583,silentrunner,CN,978,41561,28740,25869106,2,22,67,154,135,129,95,77,34,66,21,6
1788541,Artyomis|🏴‍☠️🍺,MV,978,40500,34140,19749012,1,23,70,167,152,128,95,77,37,46,17,6
